mid_date,lat,lon,v [m/yr],v_error [m/yr],vx [m/yr],vx_error [m/yr],vy [m/yr],vy_error [m/yr],date_dt [days],mission,satellite,epsg
2019-03-13 09:51:56.178629888,69.1117,-49.4604,5973.0,227.0,-4350.0,287.0,4093.0,130.9,5,S,1A,3413
2017-10-19 09:51:52.849551104,69.1117,-49.4604,7487.0,366.0,-5019.0,537.1,5556.0,92.4,6,S,1B,3413
1988-04-13 14:36:55.484359040,69.1117,-49.4604,3380.0,233.0,-2562.0,214.5,2205.0,255.9,32,L,5,3413
1990-02-08 14:17:23.303453056,69.1117,-49.4604,778.0,31.0,-777.0,31.0,32.0,35.4,271,L,5,3413
2018-04-12 15:19:11.180401920,69.1117,-49.4604,5764.0,39.0,-3987.0,22.6,4162.0,49.2,20,S,2A,3413
2019-08-20 03:08:45.190811648,69.1117,-49.4604,7682.0,16.0,-5334.0,13.0,5528.0,17.9,14,S,2A,3413
2018-01-28 09:59:59.915228928,69.1117,-49.4604,6148.0,181.0,-4012.0,260.7,4658.0,82.6,6,S,1B,3413
2017-10-12 10:00:02.732242176,69.1117,-49.4604,7482.0,236.0,-5062.0,338.6,5510.0,74.7,6,S,1B,3413
2020-11-08 09:52:18.988068096,69.1117,-49.4604,8583.0,81.0,-5903.0,43.1,6230.0,103.7,6,S,1B,3413
2021-11-27 15:18:04.210729984,69.1117,-49.4604,358.0,4.0,-337.0,3.5,-120.0,5.4,239,S,2B,3413
2019-06-27 03:28:45.190624000,69.1117,-49.4604,7432.0,44.0,-5101.0,43.2,5404.0,44.3,5,S,2B,3413
2009-04-09 14:45:08.779276032,69.1117,-49.4604,6996.0,126.0,-4912.0,108.6,4982.0,140.4,16,L,7,3413
2009-04-16 14:50:57.712391936,69.1117,-49.4604,6966.0,142.0,-4816.0,146.4,5033.0,137.3,16,L,7,3413
2021-07-20 15:19:11.210714880,69.1117,-49.4604,10847.0,27.0,-7266.0,26.2,8053.0,28.2,10,S,2A,3413
1992-04-25 14:24:29.065961984,69.1117,-49.4604,3426.0,146.0,-2745.0,141.4,2050.0,154.8,33,L,5,3413
2019-01-17 15:19:11.180809984,69.1117,-49.4604,477.0,1.0,-466.0,1.3,-102.0,1.0,320,S,2A,3413
2020-11-26 09:52:18.544557056,69.1117,-49.4604,8467.0,590.0,-5752.0,843.8,6214.0,191.9,5,S,1A,3413
2021-12-20 15:28:09.210900992,69.1117,-49.4604,353.0,5.0,-341.0,4.5,-91.0,7.4,220,S,2B,3413
1993-04-21 14:16:50.500418944,69.1117,-49.4604,3842.0,186.0,-2839.0,193.2,2588.0,176.4,16,L,5,3413
2020-07-16 03:28:40.200713216,69.1117,-49.4604,9200.0,104.0,-6369.0,105.2,6640.0,103.7,4,S,2A,3413
2016-07-08 15:09:13.160627968,69.1117,-49.4604,8903.0,18.0,-6010.0,13.6,6568.0,21.1,19,S,2A,3413
2018-07-06 03:09:10.180702976,69.1117,-49.4604,6127.0,81.0,-4134.0,83.1,4522.0,79.9,5,S,2B,3413
2007-06-30 14:50:51.251837952,69.1117,-49.4604,6894.0,102.0,-4923.0,108.5,4826.0,94.8,15,L,7,3413
2020-02-18 09:52:09.396248832,69.1117,-49.4604,6113.0,444.0,-4238.0,628.9,4404.0,118.8,6,S,1B,3413
2019-12-25 15:08:04.190727936,69.1117,-49.4604,457.0,4.0,-448.0,3.6,-90.0,6.5,299,S,2B,3413
2016-12-20 20:46:40.831472640,69.1117,-49.4604,7058.0,343.0,-4535.0,513.7,5408.0,120.0,6,S,1B,3413
2021-10-19 20:47:13.545905152,69.1117,-49.4604,8844.0,321.0,-5962.0,462.1,6532.0,102.0,6,S,1B,3413
2019-01-02 15:19:11.180809984,69.1117,-49.4604,438.0,2.0,-429.0,2.0,-86.0,2.9,290,S,2A,3413
2018-08-29 10:00:29.121551104,69.1117,-49.4604,7108.0,24.0,-4887.0,15.0,5162.0,29.6,12,S,1A,3413
2018-11-08 15:20:36.180721152,69.1117,-49.4604,396.0,6.0,-392.0,5.5,-53.0,8.3,220,S,2A,3413
2017-08-23 03:19:10.170810112,69.1117,-49.4604,7110.0,15.0,-5133.0,12.3,4920.0,16.7,25,S,2B,3413
2018-10-01 15:11:29.180921088,69.1117,-49.4604,6802.0,49.0,-4703.0,35.8,4915.0,58.6,20,S,2B,3413
2019-01-18 03:29:00.180916992,69.1117,-49.4604,391.0,4.0,-382.0,4.1,-81.0,7.3,245,S,2B,3413
2017-11-15 15:11:01.170811904,69.1117,-49.4604,399.0,6.0,-398.0,5.7,-32.0,8.5,190,S,2A,3413
2017-08-10 03:10:35.170603008,69.1117,-49.4604,23624.0,16.0,-14214.0,8.0,-18869.0,18.6,135,S,2A,3413
2020-06-08 15:28:09.200528896,69.1117,-49.4604,6955.0,44.0,-4922.0,34.2,4914.0,52.1,20,S,2B,3413
2018-05-11 09:51:51.737487104,69.1117,-49.4604,5853.0,144.0,-3958.0,93.4,4311.0,175.0,6,S,1B,3413
2019-02-11 09:51:56.344998912,69.1117,-49.4604,6344.0,305.0,-4802.0,392.2,4145.0,107.4,6,S,1B,3413
2018-03-03 20:46:45.026199040,69.1117,-49.4604,6110.0,264.0,-4244.0,368.6,4396.0,89.0,5,S,1A,3413
2019-06-14 09:51:52.843983104,69.1117,-49.4604,7468.0,22.0,-5104.0,11.8,5452.0,28.0,12,S,1B,3413
1985-05-23 14:36:55.177556992,69.1117,-49.4604,3522.0,159.0,-2598.0,111.7,2378.0,200.9,31,L,5,3413
2018-10-27 15:30:31.180623872,69.1117,-49.4604,396.0,6.0,-385.0,5.0,-93.0,11.7,250,S,2A,3413
2018-09-17 15:29:16.180912128,69.1117,-49.4604,6675.0,34.0,-4642.0,25.8,4797.0,40.4,10,S,2A,3413
2022-05-09 03:18:10.220500992,69.1117,-49.4604,6454.0,26.0,-4388.0,21.6,4733.0,29.3,14,S,2A,3413
2018-12-10 15:09:54.180712960,69.1117,-49.4604,447.0,3.0,-439.0,3.3,-84.0,5.5,299,S,2B,3413
2021-06-18 09:52:19.568335104,69.1117,-49.4604,11097.0,61.0,-7231.0,30.8,8417.0,75.6,5,S,1A,3413
2019-02-04 15:28:39.180906752,69.1117,-49.4604,461.0,1.0,-451.0,1.3,-94.0,2.0,299,S,2B,3413
2006-05-10 14:50:40.313623168,69.1117,-49.4604,6469.0,149.0,-4538.0,142.2,4610.0,156.2,16,L,7,3413
2017-08-23 20:46:46.718536960,69.1117,-49.4604,7687.0,70.0,-5151.0,36.1,5706.0,88.6,5,S,1A,3413
1991-12-11 14:24:21.874358016,69.1117,-49.4604,832.0,25.0,-831.0,25.3,-30.0,32.7,256,L,5,3413
2004-04-23 02:46:43.073043968,69.1117,-49.4604,5790.0,91.0,-4230.0,66.7,3954.0,112.5,24,L,7,3413
2017-08-30 15:19:11.170824960,69.1117,-49.4604,7767.0,21.0,-5278.0,20.9,5699.0,21.0,10,S,2A,3413
2022-01-08 15:08:36.210909952,69.1117,-49.4604,347.0,6.0,-332.0,5.8,-103.0,9.9,239,S,2A,3413
2021-11-20 10:00:33.062778112,69.1117,-49.4604,7944.0,326.0,-5441.0,458.1,5789.0,122.3,6,S,1B,3413
2019-08-16 20:47:20.193267968,69.1117,-49.4604,7601.0,44.0,-5293.0,22.1,5454.0,56.9,12,S,1A,3413
2020-08-21 10:00:25.966567936,69.1117,-49.4604,9498.0,28.0,-6297.0,16.2,7111.0,33.9,6,S,1B,3413
2009-09-07 14:50:46.619109120,69.1117,-49.4604,8344.0,142.0,-5705.0,161.1,6090.0,123.1,15,L,7,3413
2022-06-28 09:52:40.295435008,69.1117,-49.4604,7472.0,41.0,-5109.0,22.5,5453.0,52.6,12,S,1A,3413
2022-04-28 15:08:01.220418048,69.1117,-49.4604,6251.0,34.0,-4267.0,32.7,4568.0,35.2,20,S,2A,3413
2019-01-18 03:28:45.180813056,69.1117,-49.4604,466.0,2.0,-456.0,1.6,-96.0,1.6,314,S,2A,3413
2019-04-04 15:10:16.190305024,69.1117,-49.4604,1849.0,49.0,603.0,18.9,1748.0,51.1,59,S,2A,3413
2022-06-18 15:28:14.220608000,69.1117,-49.4604,6902.0,55.0,-4789.0,42.9,4970.0,64.0,20,S,2B,3413
2017-08-01 09:59:58.754682624,69.1117,-49.4604,7386.0,24.0,-5004.0,16.3,5433.0,28.6,6,S,1B,3413
2019-07-12 03:28:45.190629376,69.1117,-49.4604,7436.0,14.0,-5244.0,13.1,5272.0,14.1,24,S,2A,3413
2019-03-03 15:21:26.190225920,69.1117,-49.4604,5890.0,123.0,-4044.0,82.4,4283.0,149.7,9,S,2A,3413
2018-09-12 15:28:54.180907008,69.1117,-49.4604,6898.0,36.0,-4752.0,27.6,5000.0,42.9,9,S,2B,3413
2017-10-31 09:51:52.877498112,69.1117,-49.4604,7467.0,442.0,-5158.0,591.2,5399.0,233.2,6,S,1B,3413
2018-02-25 20:46:44.988061952,69.1117,-49.4604,6200.0,263.0,-4226.0,369.7,4537.0,102.3,6,S,1B,3413
2017-07-19 15:29:11.170708992,69.1117,-49.4604,6899.0,23.0,-4828.0,19.5,4928.0,25.3,20,S,2A,3413
2017-10-17 03:22:15.171014144,69.1117,-49.4604,7501.0,265.0,-5192.0,196.9,5414.0,314.6,5,S,2A,3413
2018-08-05 15:19:11.180720896,69.1117,-49.4604,5757.0,12.0,-4159.0,11.9,3980.0,12.6,30,S,2A,3413
2020-09-21 09:52:18.721082880,69.1117,-49.4604,8546.0,109.0,-5695.0,63.0,6371.0,135.3,6,S,1B,3413
1989-04-10 14:23:27.969905024,69.1117,-49.4604,3708.0,132.0,-2776.0,98.9,2459.0,165.3,15,L,5,3413
2021-05-01 15:17:59.210420992,69.1117,-49.4604,7718.0,98.0,-5120.0,75.1,5774.0,112.2,20,S,2B,3413
1992-03-17 14:18:35.567325056,69.1117,-49.4604,3455.0,224.0,-2472.0,218.2,2415.0,230.1,15,L,5,3413
2020-09-06 09:52:32.262328064,69.1117,-49.4604,8437.0,24.0,-5660.0,12.8,6257.0,30.5,12,S,1A,3413
2019-07-27 03:28:45.190714112,69.1117,-49.4604,6909.0,13.0,-4951.0,12.6,4818.0,13.5,25,S,2B,3413
2018-09-02 03:20:00.180730880,69.1117,-49.4604,3731.0,16.0,3682.0,15.6,-603.0,21.4,65,S,2A,3413
1990-11-07 14:15:33.536070016,69.1117,-49.4604,778.0,12.0,-771.0,11.7,-101.0,18.4,336,L,5,3413
1988-04-28 02:21:58.844468992,69.1117,-49.4604,4360.0,214.0,-2720.0,214.5,3408.0,213.6,24,L,5,3413
2019-08-15 15:18:09.190810112,69.1117,-49.4604,7514.0,21.0,-5165.0,19.0,5457.0,22.4,10,S,2B,3413
1992-07-19 02:20:29.340249984,69.1117,-49.4604,3289.0,168.0,-2543.0,178.3,2086.0,151.8,24,L,5,3413
2021-09-04 20:46:51.478419712,69.1117,-49.4604,9834.0,51.0,-6524.0,26.9,7358.0,63.3,12,S,1B,3413
2020-06-16 03:28:40.200613120,69.1117,-49.4604,7561.0,146.0,-5183.0,125.4,5505.0,161.3,4,S,2A,3413
2019-02-13 15:09:44.180921088,69.1117,-49.4604,441.0,2.0,-433.0,1.6,-86.0,2.3,289,S,2B,3413
2018-02-19 03:19:05.170918912,69.1117,-49.4604,453.0,2.0,-440.0,2.2,-106.0,3.5,305,S,2B,3413
2018-10-31 15:10:29.180702976,69.1117,-49.4604,384.0,4.0,-378.0,4.2,-67.0,8.6,240,S,2B,3413
2019-05-24 20:47:15.027812096,69.1117,-49.4604,6539.0,40.0,-4511.0,20.3,4733.0,51.4,12,S,1A,3413
2020-08-19 15:18:09.200814336,69.1117,-49.4604,9195.0,30.0,-6150.0,27.4,6836.0,32.5,10,S,2B,3413
2019-01-04 15:09:11.180728064,69.1117,-49.4604,470.0,3.0,-459.0,2.7,-102.0,2.2,320,S,2A,3413
2022-05-31 15:18:09.220526080,69.1117,-49.4604,6764.0,62.0,-4620.0,58.2,4941.0,64.3,10,S,2B,3413
2020-06-10 10:00:21.845071104,69.1117,-49.4604,7386.0,47.0,-5042.0,30.3,5397.0,57.1,6,S,1B,3413
2018-05-02 15:18:34.180417280,69.1117,-49.4604,5317.0,37.0,-3872.0,28.0,3645.0,44.3,29,S,2B,3413
2018-12-29 03:28:40.180729088,69.1117,-49.4604,456.0,1.0,-446.0,1.3,-94.0,2.4,305,S,2B,3413
2020-10-08 10:00:27.700723968,69.1117,-49.4604,8661.0,82.0,-5867.0,48.0,6372.0,101.9,6,S,1B,3413
2020-08-17 03:18:45.200814080,69.1117,-49.4604,9230.0,46.0,-6093.0,31.8,6933.0,55.2,5,S,2B,3413
2009-03-21 02:41:56.099406080,69.1117,-49.4604,6708.0,68.0,-4814.0,79.0,4672.0,54.3,23,L,7,3413
2019-02-16 03:10:20.180921088,69.1117,-49.4604,451.0,2.0,-442.0,1.6,-90.0,2.1,294,S,2B,3413
2021-09-10 09:52:24.116546048,69.1117,-49.4604,9442.0,133.0,-6310.0,75.8,7025.0,164.7,5,S,1A,3413
1991-09-29 14:29:45.180446976,69.1117,-49.4604,804.0,11.0,-801.0,11.0,-66.0,13.7,352,L,5,3413
2017-07-14 03:20:50.170406912,69.1117,-49.4604,400.0,5.0,-399.0,5.4,-28.0,6.8,195,S,2A,3413
2003-05-03 14:43:32.565425024,69.1117,-49.4604,5253.0,82.0,-3943.0,81.6,3470.0,83.4,31,L,7,3413
2020-10-16 03:22:00.201008128,69.1117,-49.4604,8434.0,90.0,-5853.0,54.3,6072.0,113.9,15,S,2A,3413
2017-11-06 03:20:20.170711296,69.1117,-49.4604,369.0,5.0,-361.0,4.4,-74.0,6.4,235,S,2B,3413
2018-08-28 15:28:29.180817664,69.1117,-49.4604,6571.0,26.0,-4741.0,21.9,4550.0,29.0,20,S,2B,3413
2019-01-13 03:28:35.180817920,69.1117,-49.4604,447.0,2.0,-438.0,1.9,-93.0,2.2,295,S,2B,3413
2001-06-04 14:56:29.871816960,69.1117,-49.4604,4546.0,161.0,-3394.0,178.3,3025.0,136.9,15,L,7,3413
2017-11-23 03:09:15.170727936,69.1117,-49.4604,366.0,4.0,-360.0,4.2,-70.0,7.2,235,S,2B,3413
1992-07-05 14:29:55.752689024,69.1117,-49.4604,3211.0,273.0,-2444.0,301.3,2083.0,228.5,15,L,5,3413
2017-07-26 15:19:09.170721024,69.1117,-49.4604,7255.0,18.0,-5001.0,16.2,5256.0,19.4,10,S,2B,3413
2020-01-25 03:19:35.191003904,69.1117,-49.4604,408.0,5.0,-405.0,4.9,-55.0,9.8,224,S,2A,3413
2019-01-12 15:18:19.180914176,69.1117,-49.4604,382.0,5.0,-377.0,4.5,-64.0,8.0,239,S,2B,3413
2019-06-06 15:18:09.190600960,69.1117,-49.4604,6771.0,22.0,-4695.0,20.4,4879.0,24.1,10,S,2B,3413
2021-05-28 15:09:11.210522880,69.1117,-49.4604,9230.0,86.0,-6220.0,67.5,6820.0,98.6,10,S,2A,3413
2018-09-13 10:00:08.800544768,69.1117,-49.4604,7090.0,37.0,-4916.0,22.7,5109.0,47.1,6,S,1B,3413
2018-10-07 15:31:16.180922112,69.1117,-49.4604,6296.0,34.0,-4557.0,25.0,4344.0,42.1,30,S,2A,3413
2019-10-08 10:00:21.293349888,69.1117,-49.4604,7812.0,407.0,-5309.0,589.2,5731.0,103.1,5,S,1A,3413
2018-09-01 10:00:08.334457088,69.1117,-49.4604,7066.0,181.0,-4634.0,267.1,5335.0,60.0,6,S,1B,3413
2018-05-10 15:28:39.180430080,69.1117,-49.4604,5570.0,87.0,-3865.0,54.6,4011.0,108.0,19,S,2B,3413
2016-06-19 15:29:12.160613888,69.1117,-49.4604,8187.0,35.0,-5543.0,32.7,6025.0,36.2,9,S,2A,3413
2012-06-11 14:55:01.359600128,69.1117,-49.4604,9322.0,162.0,-6515.0,196.1,6667.0,121.6,16,L,7,3413
2019-01-14 15:09:44.180921088,69.1117,-49.4604,393.0,5.0,-390.0,5.1,-44.0,8.6,229,S,2B,3413
2018-10-02 15:30:39.180916992,69.1117,-49.4604,6363.0,35.0,-4608.0,25.6,4387.0,42.4,30,S,2B,3413
2018-03-15 20:46:45.118488064,69.1117,-49.4604,6113.0,288.0,-4274.0,390.2,4371.0,129.5,5,S,1A,3413
2016-04-20 15:29:22.160326144,69.1117,-49.4604,5364.0,33.0,3805.0,17.2,-3781.0,43.1,49,S,2A,3413
2019-06-26 15:21:31.190308096,69.1117,-49.4604,427.0,6.0,-423.0,5.5,-59.0,7.8,220,S,2A,3413
2019-07-06 15:19:11.190626048,69.1117,-49.4604,7500.0,14.0,-5180.0,12.6,5424.0,15.9,20,S,2A,3413
2018-02-21 15:20:14.171019008,69.1117,-49.4604,385.0,5.0,-374.0,4.6,-94.0,9.0,249,S,2B,3413
2018-10-05 03:30:30.180509952,69.1117,-49.4604,450.0,3.0,-441.0,2.7,-89.0,5.6,295,S,2B,3413
2019-03-21 03:21:10.181024000,69.1117,-49.4604,457.0,4.0,-448.0,3.5,-93.0,5.7,294,S,2B,3413
2018-05-14 15:09:11.180409088,69.1117,-49.4604,2916.0,35.0,1500.0,16.8,-2500.0,39.8,70,S,2A,3413
2018-05-03 03:29:10.180420096,69.1117,-49.4604,5444.0,27.0,-3875.0,18.4,3824.0,33.7,25,S,2B,3413
2021-05-06 03:08:35.210423040,69.1117,-49.4604,7666.0,116.0,-5268.0,60.5,5569.0,148.5,24,S,2A,3413
2018-05-02 20:46:46.765302016,69.1117,-49.4604,5929.0,281.0,-4079.0,388.9,4302.0,118.8,5,S,1A,3413
2000-12-10 14:57:33.505851008,69.1117,-49.4604,969.0,7.0,-965.0,6.6,-90.0,9.4,335,L,7,3413
2017-06-06 20:46:42.378214912,69.1117,-49.4604,6322.0,45.0,-4194.0,23.5,4730.0,56.7,6,S,1B,3413
2021-04-29 15:28:04.210424064,69.1117,-49.4604,7764.0,220.0,-5182.0,124.8,5781.0,272.8,10,S,2B,3413
2020-06-02 15:07:59.200523008,69.1117,-49.4604,6871.0,45.0,-4782.0,40.7,4934.0,48.8,20,S,2B,3413
2018-05-20 09:52:13.244258304,69.1117,-49.4604,5794.0,58.0,-3933.0,35.5,4255.0,71.2,12,S,1A,3413
2018-09-26 09:51:59.137265920,69.1117,-49.4604,7258.0,439.0,-4988.0,616.5,5273.0,158.7,5,S,1A,3413
2021-08-10 10:00:31.201328896,69.1117,-49.4604,10008.0,35.0,-6544.0,19.0,7572.0,42.8,5,S,1A,3413
2020-07-13 15:29:11.200702976,69.1117,-49.4604,8982.0,13.0,-6203.0,12.8,6496.0,13.3,20,S,2A,3413
2007-03-10 14:51:07.672774912,69.1117,-49.4604,6368.0,169.0,-4615.0,98.3,4388.0,222.1,16,L,7,3413
2017-06-29 03:19:10.170615808,69.1117,-49.4604,6294.0,21.0,-4465.0,18.4,4437.0,24.1,24,S,2A,3413
2019-04-23 10:00:12.864310016,69.1117,-49.4604,5805.0,98.0,-3904.0,63.6,4296.0,119.4,5,S,1A,3413
2019-05-18 03:28:45.190504704,69.1117,-49.4604,5793.0,57.0,-4219.0,46.1,3970.0,66.8,25,S,2B,3413
2017-10-06 10:00:02.630806272,69.1117,-49.4604,7599.0,250.0,-5051.0,356.2,5678.0,105.8,5,S,1A,3413
2017-12-16 03:19:10.170824960,69.1117,-49.4604,373.0,4.0,-368.0,3.7,-65.0,6.6,224,S,2A,3413
2018-03-03 15:20:24.170928896,69.1117,-49.4604,459.0,2.0,-445.0,2.1,-112.0,3.6,310,S,2B,3413
2019-07-26 03:08:45.190723072,69.1117,-49.4604,7621.0,66.0,-5173.0,53.5,5596.0,74.3,4,S,2A,3413
2020-07-23 09:52:15.708148992,69.1117,-49.4604,9813.0,79.0,-6556.0,41.5,7303.0,100.0,6,S,1B,3413
2021-10-13 20:47:13.473220096,69.1117,-49.4604,9109.0,333.0,-5861.0,494.3,6973.0,127.6,5,S,1A,3413
2017-09-18 10:00:02.283715328,69.1117,-49.4604,7692.0,109.0,-5303.0,76.3,5572.0,131.5,6,S,1B,3413
2020-07-21 03:28:40.200718080,69.1117,-49.4604,9468.0,47.0,-6412.0,43.8,6966.0,49.4,5,S,2B,3413
2019-09-26 10:00:21.176480000,69.1117,-49.4604,7840.0,368.0,-5429.0,525.1,5656.0,80.4,5,S,1A,3413
2008-07-10 14:50:04.036282880,69.1117,-49.4604,7392.0,101.0,-5202.0,115.3,5251.0,83.9,17,L,7,3413
2011-05-24 14:54:11.750222080,69.1117,-49.4604,7074.0,86.0,-4940.0,96.8,5063.0,73.7,16,L,7,3413
2017-10-19 15:22:36.171013888,69.1117,-49.4604,7266.0,110.0,-4949.0,57.2,5320.0,140.6,10,S,2A,3413
2021-05-08 15:07:59.210427904,69.1117,-49.4604,7771.0,41.0,-5315.0,31.3,5668.0,48.7,20,S,2B,3413
1990-10-30 14:15:26.132567040,69.1117,-49.4604,787.0,15.0,-782.0,14.4,-91.0,20.0,320,L,5,3413
2019-08-13 20:46:59.142102016,69.1117,-49.4604,7762.0,85.0,-5146.0,45.0,5811.0,106.9,5,S,1A,3413
2017-08-03 15:29:11.170728960,69.1117,-49.4604,7206.0,15.0,-4958.0,14.9,5229.0,15.9,10,S,2A,3413
1987-07-09 14:25:41.796660992,69.1117,-49.4604,3558.0,59.0,-2657.0,56.7,2367.0,62.0,32,L,5,3413
2020-01-07 09:52:10.627250944,69.1117,-49.4604,6318.0,541.0,-4440.0,746.3,4495.0,185.1,5,S,1A,3413
2021-08-26 20:47:12.013183744,69.1117,-49.4604,9550.0,86.0,-6454.0,46.5,7039.0,109.2,5,S,1A,3413
1993-04-01 02:19:49.369384064,69.1117,-49.4604,3219.0,131.0,-2399.0,117.6,2145.0,147.0,39,L,5,3413
2018-10-13 10:00:09.502972928,69.1117,-49.4604,6779.0,50.0,-4528.0,31.4,5044.0,61.7,5,S,1A,3413
2019-06-07 03:28:45.190504704,69.1117,-49.4604,1341.0,21.0,-1249.0,19.3,487.0,28.2,65,S,2B,3413
2019-09-27 09:52:12.597594880,69.1117,-49.4604,8009.0,565.0,-5388.0,832.7,5926.0,103.5,6,S,1B,3413
2016-12-18 15:19:11.660829952,69.1117,-49.4604,363.0,3.0,-350.0,3.1,-96.0,5.3,219,S,2A,3413
2017-11-10 15:09:11.170612992,69.1117,-49.4604,449.0,4.0,-438.0,3.8,-100.0,7.9,300,S,2A,3413
2017-10-07 20:46:27.181456896,69.1117,-49.4604,7736.0,319.0,-5199.0,462.6,5728.0,96.0,12,S,1B,3413
2006-05-19 14:44:53.654613120,69.1117,-49.4604,6584.0,120.0,-4748.0,111.2,4562.0,128.4,15,L,7,3413
2021-09-11 15:29:11.210906368,69.1117,-49.4604,9606.0,93.0,-6391.0,57.0,7171.0,113.8,10,S,2A,3413
2018-04-02 20:46:45.502291968,69.1117,-49.4604,6226.0,275.0,-4411.0,381.0,4393.0,75.9,6,S,1B,3413
2018-11-30 15:08:39.180702976,69.1117,-49.4604,444.0,5.0,-437.0,5.3,-79.0,7.6,299,S,2B,3413
2018-06-06 03:12:05.180218112,69.1117,-49.4604,376.0,6.0,-373.0,5.7,-41.0,8.3,214,S,2A,3413
1993-05-06 14:23:04.588508032,69.1117,-49.4604,3275.0,117.0,-2430.0,123.2,2195.0,109.4,32,L,5,3413
2022-07-15 15:19:51.220709888,69.1117,-49.4604,7638.0,39.0,-5196.0,36.7,5598.0,41.7,10,S,2A,3413
2009-09-23 14:50:44.958411008,69.1117,-49.4604,7583.0,177.0,-5258.0,182.4,5464.0,171.5,15,L,7,3413
2018-12-03 03:09:15.180702976,69.1117,-49.4604,453.0,4.0,-445.0,4.2,-83.0,6.2,305,S,2B,3413
1998-04-26 14:37:45.876465024,69.1117,-49.4604,3361.0,731.0,-2090.0,746.6,2632.0,720.4,16,L,5,3413
2022-02-07 15:10:29.211014912,69.1117,-49.4604,341.0,6.0,-333.0,6.0,-74.0,11.5,229,S,2B,3413
2018-02-04 03:18:35.170904064,69.1117,-49.4604,454.0,2.0,-441.0,1.9,-108.0,3.1,304,S,2A,3413
2021-10-09 10:00:33.419387136,69.1117,-49.4604,9203.0,362.0,-6227.0,524.8,6777.0,93.1,5,S,1A,3413
2001-11-14 14:37:43.753874816,69.1117,-49.4604,1066.0,10.0,-1055.0,9.6,-156.0,11.0,255,L,7,3413
2020-06-14 09:52:27.453591040,69.1117,-49.4604,7710.0,29.0,-5214.0,15.8,5680.0,37.1,12,S,1A,3413
2021-12-12 20:47:12.039104000,69.1117,-49.4604,8028.0,69.0,-5230.0,87.7,6091.0,50.4,5,S,1A,3413
2020-07-10 10:00:23.439034112,69.1117,-49.4604,9307.0,37.0,-6171.0,21.8,6967.0,45.9,5,S,1A,3413
2019-07-27 03:28:45.190724096,69.1117,-49.4604,7290.0,68.0,-4869.0,62.5,5426.0,71.5,5,S,2B,3413
2020-04-18 09:52:10.287322880,69.1117,-49.4604,6195.0,85.0,-4500.0,53.6,4257.0,110.6,6,S,1B,3413
2017-12-08 03:09:10.170811904,69.1117,-49.4604,367.0,4.0,-359.0,3.8,-74.0,7.4,234,S,2A,3413
1991-05-22 02:20:04.937528960,69.1117,-49.4604,3562.0,260.0,-2414.0,198.0,2619.0,302.3,23,L,5,3413
2019-07-11 03:08:45.190707968,69.1117,-49.4604,8002.0,34.0,-5318.0,35.9,5979.0,31.6,5,S,2B,3413
2020-09-03 09:52:18.108803328,69.1117,-49.4604,8602.0,44.0,-5677.0,22.0,6462.0,55.0,5,S,1A,3413
2017-07-23 15:09:09.170718208,69.1117,-49.4604,7285.0,19.0,-4997.0,17.0,5302.0,20.3,10,S,2B,3413
2015-06-02 20:47:02.806065920,69.1117,-49.4604,8072.0,70.0,-5503.0,49.9,5905.0,83.2,12,S,1A,3413
2000-05-02 14:46:39.033828992,69.1117,-49.4604,4716.0,91.0,-3307.0,77.8,3363.0,101.4,15,L,7,3413
2019-08-08 15:28:19.190802944,69.1117,-49.4604,7233.0,22.0,-4928.0,19.2,5295.0,23.3,10,S,2B,3413
2018-05-17 09:51:52.081380096,69.1117,-49.4604,5675.0,117.0,-3849.0,86.2,4170.0,138.1,5,S,1A,3413
2021-05-24 15:28:09.210513920,69.1117,-49.4604,8783.0,49.0,-5997.0,38.6,6417.0,55.8,20,S,2B,3413
2018-07-28 09:51:56.435226880,69.1117,-49.4604,5979.0,50.0,-4057.0,37.3,4391.0,59.1,5,S,1A,3413
2019-02-24 03:21:10.181024000,69.1117,-49.4604,401.0,4.0,-392.0,4.3,-82.0,6.8,244,S,2B,3413
2019-12-01 10:00:20.625423104,69.1117,-49.4604,6867.0,334.0,-4833.0,449.2,4878.0,152.8,6,S,1B,3413
2020-07-26 09:52:01.832811264,69.1117,-49.4604,9901.0,47.0,-6703.0,25.3,7287.0,59.2,12,S,1B,3413
2019-02-14 15:28:39.180906752,69.1117,-49.4604,486.0,1.0,-475.0,1.2,-104.0,2.0,319,S,2B,3413
2019-09-21 15:09:51.190911232,69.1117,-49.4604,7610.0,49.0,-5226.0,29.1,5532.0,60.9,20,S,2A,3413
2017-08-06 03:29:10.170802944,69.1117,-49.4604,7260.0,42.0,-4874.0,38.7,5381.0,45.0,5,S,2B,3413
2021-06-22 15:09:11.210611968,69.1117,-49.4604,10384.0,24.0,-6919.0,20.8,7743.0,25.8,20,S,2A,3413
2018-04-04 15:09:16.180320000,69.1117,-49.4604,5345.0,25.0,-3946.0,15.4,3606.0,33.0,29,S,2A,3413
2000-03-07 14:47:03.340688000,69.1117,-49.4604,4145.0,60.0,-3236.0,51.2,2590.0,72.5,31,L,7,3413
2017-11-15 20:46:47.938411008,69.1117,-49.4604,7281.0,281.0,-5068.0,382.9,5228.0,123.4,5,S,1A,3413
